[20:40:20] ⠧ Refining the Approach (esc to cancel, 53s)
[20:47:32] ⠴ Checking the Manifest (esc to cancel, 27s)
[20:47:32] ⠦ Checking the Manifest (esc to cancel, 27s)
[20:47:32] ⠧ Checking the Manifest (esc to cancel, 27s)
[20:47:32] ⠇ Checking the Manifest (esc to cancel, 27s)
[20:47:32] ⠏ Checking the Manifest (esc to cancel, 27s)
[20:47:32] ⠋ Checking the Manifest (esc to cancel, 27s)
[20:47:32] ⠙ Checking the Manifest (esc to cancel, 27s)
[20:47:32] ⠹ Checking the Manifest (esc to cancel, 27s)
[20:47:32] ⠸ Checking the Manifest (esc to cancel, 27s)
[20:47:32] ⠼ Checking the Manifest (esc to cancel, 27s)
[20:47:32] ⠴ Checking the Manifest (esc to cancel, 27s)
[20:47:32] ⠴ Checking the Manifest (esc to cancel, 28s)
[20:47:32] ⠦ Checking the Manifest (esc to cancel, 28s)
[20:47:32] ⠧ Checking the Manifest (esc to cancel, 28s)
[20:47:32] ⠇ Checking the Manifest (esc to cancel, 28s)
[20:47:32] ⠏ Checking the Manifest (esc to cancel, 28s)
[20:47:32] ⠋ Checking the Manifest (esc to cancel, 28s)
[20:47:32] ⠋ Examining Contextual Links (esc to cancel, 28s)
[20:47:32] ⠙ Examining Contextual Links (esc to cancel, 28s)
[20:47:32] ⠹ Examining Contextual Links (esc to cancel, 28s)
[20:47:32] ⠸ Examining Contextual Links (esc to cancel, 28s)
[20:47:32] ⠼ Examining Contextual Links (esc to cancel, 28s)
[20:47:32] ⠴ Examining Contextual Links (esc to cancel, 28s)
[20:47:32] ⠦ Examining Contextual Links (esc to cancel, 28s)
[20:47:32] ⠧ Examining Contextual Links (esc to cancel, 28s)
[20:47:32] ⠧ Examining Contextual Links (esc to cancel, 29s)
[20:47:32] ⠇ Examining Contextual Links (esc to cancel, 29s)
[20:47:32] ⠏ Examining Contextual Links (esc to cancel, 29s)
[20:47:32] ⠋ Examining Contextual Links (esc to cancel, 29s)
[20:47:32] ⠙ Examining Contextual Links (esc to cancel, 29s)
[20:47:32] ⠹ Examining Contextual Links (esc to cancel, 29s)
[20:47:32] ⠸ Examining Contextual Links (esc to cancel, 29s)
[20:47:32] ⠼ Examining Contextual Links (esc to cancel, 29s)
[20:47:32] ⠴ Examining Contextual Links (esc to cancel, 29s)
[20:47:32] ⠴ Pinpointing Core Resources (esc to cancel, 29s)
[20:47:32] ⠦ Pinpointing Core Resources (esc to cancel, 29s)
[20:47:32] [?25l⠦ Pinpointing Core Resources (esc to cancel, 29s)
[20:47:32] ⠧ Pinpointing Core Resources (esc to cancel, 29s)
[20:47:32] ⠇ Pinpointing Core Resources (esc to cancel, 29s)
[20:47:32] ⠏ Pinpointing Core Resources (esc to cancel, 29s)
[20:47:32] ⠋ Pinpointing Core Resources (esc to cancel, 29s)
[20:47:32] ⠋ Pinpointing Core Resources (esc to cancel, 30s)
[20:47:32] ⠙ Pinpointing Core Resources (esc to cancel, 30s)
[20:47:32] ⠹ Pinpointing Core Resources (esc to cancel, 30s)
[20:47:32] ⠸ Pinpointing Core Resources (esc to cancel, 30s)
[20:47:32] ⠼ Pinpointing Core Resources (esc to cancel, 30s)
[20:47:32] ⠴ Pinpointing Core Resources (esc to cancel, 30s)
[20:47:32] ⠦ Pinpointing Core Resources (esc to cancel, 30s)
[20:47:32] ⠧ Pinpointing Core Resources (esc to cancel, 30s)
[20:47:32] ⠇ Pinpointing Core Resources (esc to cancel, 30s)
[20:47:32] ⠏ Pinpointing Core Resources (esc to cancel, 30s)
[20:47:32] ⠋ Pinpointing Core Resources (esc to cancel, 30s)
[20:47:32] ⠙ Pinpointing Core Resources (esc to cancel, 30s)
[20:47:32] ⠹ Pinpointing Core Resources (esc to cancel, 30s)
[20:47:32] ⠹ Pinpointing Core Resources (esc to cancel, 31s)
[20:47:32] ⠸ Pinpointing Core Resources (esc to cancel, 31s)
[20:47:32] ⠼ Pinpointing Core Resources (esc to cancel, 31s)
[20:47:32] ⠴ Pinpointing Core Resources (esc to cancel, 31s)
[20:47:32] ⠦ Pinpointing Core Resources (esc to cancel, 31s)
[20:47:32] ⠧ Pinpointing Core Resources (esc to cancel, 31s)
[20:47:32] ⠇ Pinpointing Core Resources (esc to cancel, 31s)
[20:47:32] ⠏ Pinpointing Core Resources (esc to cancel, 31s)
[20:47:32] ⠋ Pinpointing Core Resources (esc to cancel, 31s)
[20:47:32] ⠙ Pinpointing Core Resources (esc to cancel, 31s)
[20:47:32] ⠹ Pinpointing Core Resources (esc to cancel, 31s)
[20:47:32] ⠸ Pinpointing Core Resources (esc to cancel, 31s)
[20:47:32] ⠼ Pinpointing Core Resources (esc to cancel, 31s)
[20:47:32] ⠴ Pinpointing Core Resources (esc to cancel, 31s)
[20:47:32] ⠴ Pinpointing Core Resources (esc to cancel, 32s)
[20:47:32] ⠦ Pinpointing Core Resources (esc to cancel, 32s)
[20:47:32] ⠧ Pinpointing Core Resources (esc to cancel, 32s)
[20:47:32] ⠇ Pinpointing Core Resources (esc to cancel, 32s)
[20:47:32] ⠏ Pinpointing Core Resources (esc to cancel, 32s)
[20:47:32] ⠋ Pinpointing Core Resources (esc to cancel, 32s)
[20:47:32] ⠙ Pinpointing Core Resources (esc to cancel, 32s)
[20:47:32] ⠹ Pinpointing Core Resources (esc to cancel, 32s)
[20:47:32] ⠸ Pinpointing Core Resources (esc to cancel, 32s)
[20:47:32] ⠼ Pinpointing Core Resources (esc to cancel, 32s)
[20:47:32] ⠴ Pinpointing Core Resources (esc to cancel, 32s)
[20:47:32] ⠦ Pinpointing Core Resources (esc to cancel, 32s)
[20:47:32] ⠧ Pinpointing Core Resources (esc to cancel, 32s)
[20:47:32] ⠧ Pinpointing Core Resources (esc to cancel, 33s)
[20:47:32] ⠇ Pinpointing Core Resources (esc to cancel, 33s)
[20:47:32] ⠏ Pinpointing Core Resources (esc to cancel, 33s)
[20:47:32] ⠋ Pinpointing Core Resources (esc to cancel, 33s)
[20:47:32] ⠙ Pinpointing Core Resources (esc to cancel, 33s)
[20:47:32] ⠙ Processing Heartwood Files (esc to cancel, 33s)
[20:47:32] ⠹ Processing Heartwood Files (esc to cancel, 33s)
[20:47:32] ⠸ Processing Heartwood Files (esc to cancel, 33s)
[20:47:32] ⠼ Processing Heartwood Files (esc to cancel, 33s)
[20:47:32] ⠴ Processing Heartwood Files (esc to cancel, 33s)
[20:47:32] ⠦ Processing Heartwood Files (esc to cancel, 33s)
[20:47:32] ⠧ Processing Heartwood Files (esc to cancel, 33s)
[20:47:32] ⠇ Processing Heartwood Files (esc to cancel, 33s)
[20:47:32] ⠏ Processing Heartwood Files (esc to cancel, 33s)
[20:47:32] ⠏ Processing Heartwood Files (esc to cancel, 34s)
[20:47:32] ⠋ Processing Heartwood Files (esc to cancel, 34s)
[20:47:32] ⠋ Analyzing Heartwood's Functionality (esc to cancel, 34s)
[20:47:32] ⠙ Analyzing Heartwood's Functionality (esc to cancel, 34s)
[20:47:32] [?25l⠙ Analyzing Heartwood's Functionality (esc to cancel, 34s)
[20:47:32] ⠹ Analyzing Heartwood's Functionality (esc to cancel, 34s)
[20:47:32] ⠸ Analyzing Heartwood's Functionality (esc to cancel, 34s)
[20:47:32] ⠼ Analyzing Heartwood's Functionality (esc to cancel, 34s)
[20:47:32] ⠴ Analyzing Heartwood's Functionality (esc to cancel, 34s)
[20:47:32] ⠦ Analyzing Heartwood's Functionality (esc to cancel, 34s)
[20:47:32] ⠧ Analyzing Heartwood's Functionality (esc to cancel, 34s)
[20:47:32] ⠇ Analyzing Heartwood's Functionality (esc to cancel, 34s)
[20:47:32] ⠏ Analyzing Heartwood's Functionality (esc to cancel, 34s)
[20:47:32] ⠋ Analyzing Heartwood's Functionality (esc to cancel, 34s)
[20:47:32] ⠙ Analyzing Heartwood's Functionality (esc to cancel, 34s)
[20:47:32] ⠙ Analyzing Heartwood's Functionality (esc to cancel, 35s)
[20:47:32] ⠹ Analyzing Heartwood's Functionality (esc to cancel, 35s)
[20:47:32] ⠸ Analyzing Heartwood's Functionality (esc to cancel, 35s)
[20:47:32] ⠼ Analyzing Heartwood's Functionality (esc to cancel, 35s)
[20:47:32] ⠴ Analyzing Heartwood's Functionality (esc to cancel, 35s)
[20:47:32] ⠦ Analyzing Heartwood's Functionality (esc to cancel, 35s)
[20:47:32] ⠧ Analyzing Heartwood's Functionality (esc to cancel, 35s)
[20:47:32] ⠇ Analyzing Heartwood's Functionality (esc to cancel, 35s)
[20:47:32] ⠏ Analyzing Heartwood's Functionality (esc to cancel, 35s)
[20:47:32] ⠋ Analyzing Heartwood's Functionality (esc to cancel, 35s)
[20:47:32] ⠙ Analyzing Heartwood's Functionality (esc to cancel, 35s)
[20:47:32] ⠹ Analyzing Heartwood's Functionality (esc to cancel, 35s)
[20:47:32] ⠸ Analyzing Heartwood's Functionality (esc to cancel, 35s)
[20:47:32] ⠼ Analyzing Heartwood's Functionality (esc to cancel, 35s)
[20:47:32] ⠼ Analyzing Heartwood's Functionality (esc to cancel, 36s)
[20:47:32] ⠴ Analyzing Heartwood's Functionality (esc to cancel, 36s)
[20:47:32] ⠦ Analyzing Heartwood's Functionality (esc to cancel, 36s)
[20:47:32] ⠧ Analyzing Heartwood's Functionality (esc to cancel, 36s)
[20:47:32] ⠇ Analyzing Heartwood's Functionality (esc to cancel, 36s)
[20:47:32] ⠏ Analyzing Heartwood's Functionality (esc to cancel, 36s)
[20:47:32] ⠏ Understanding the Command-Line (esc to cancel, 36s)
[20:47:32] [?25l⠏ Understanding the Command-Line (esc to cancel, 36s)
[20:47:32] ⠋ Understanding the Command-Line (esc to cancel, 36s)
[20:47:32] ⠙ Understanding the Command-Line (esc to cancel, 36s)
[20:47:32] ⠹ Understanding the Command-Line (esc to cancel, 36s)
[20:47:32] ⠸ Understanding the Command-Line (esc to cancel, 36s)
[20:47:32] ⠼ Understanding the Command-Line (esc to cancel, 36s)
[20:47:32] ⠴ Understanding the Command-Line (esc to cancel, 36s)
[20:47:32] ⠦ Understanding the Command-Line (esc to cancel, 36s)
[20:47:32] ⠦ Understanding the Command-Line (esc to cancel, 37s)
[20:47:32] ⠧ Understanding the Command-Line (esc to cancel, 37s)
[20:47:32] ⠇ Understanding the Command-Line (esc to cancel, 37s)
[20:47:32] ⠏ Understanding the Command-Line (esc to cancel, 37s)
[20:47:32] ⠋ Understanding the Command-Line (esc to cancel, 37s)
[20:47:32] ⠙ Understanding the Command-Line (esc to cancel, 37s)
[20:47:32] ⠹ Understanding the Command-Line (esc to cancel, 37s)
[20:47:32] ⠸ Understanding the Command-Line (esc to cancel, 37s)
[20:47:32] ⠼ Understanding the Command-Line (esc to cancel, 37s)
[20:47:32] ⠴ Understanding the Command-Line (esc to cancel, 37s)
[20:47:32] ⠦ Understanding the Command-Line (esc to cancel, 37s)
[20:47:32] ⠧ Understanding the Command-Line (esc to cancel, 37s)
[20:47:32] ⠇ Understanding the Command-Line (esc to cancel, 37s)
[20:47:32] ⠏ Understanding the Command-Line (esc to cancel, 37s)
[20:47:32] ⠏ Understanding the Command-Line (esc to cancel, 38s)
[20:47:32] ⠋ Understanding the Command-Line (esc to cancel, 38s)
[20:47:32] ⠙ Understanding the Command-Line (esc to cancel, 38s)
[20:47:32] ⠹ Understanding the Command-Line (esc to cancel, 38s)
[20:47:32] ⠸ Understanding the Command-Line (esc to cancel, 38s)
[20:47:32] ⠼ Understanding the Command-Line (esc to cancel, 38s)
[20:47:32] ⠴ Understanding the Command-Line (esc to cancel, 38s)
[20:47:32] ⠦ Understanding the Command-Line (esc to cancel, 38s)
[20:47:32] ⠧ Understanding the Command-Line (esc to cancel, 38s)
[20:47:32] ⠇ Understanding the Command-Line (esc to cancel, 38s)
[20:47:32] ⠏ Understanding the Command-Line (esc to cancel, 38s)
[20:47:32] ⠋ Understanding the Command-Line (esc to cancel, 38s)
[20:47:32] ⠙ Understanding the Command-Line (esc to cancel, 38s)
[20:47:32] ⠙ Understanding the Command-Line (esc to cancel, 39s)
[20:47:32] ⠹ Understanding the Command-Line (esc to cancel, 39s)
[20:47:32] ⠸ Understanding the Command-Line (esc to cancel, 39s)
[20:47:32] ⠼ Understanding the Command-Line (esc to cancel, 39s)
[20:47:32] ⠴ Understanding the Command-Line (esc to cancel, 39s)
[20:47:32] ⠦ Understanding the Command-Line (esc to cancel, 39s)
[20:47:32] ⠧ Understanding the Command-Line (esc to cancel, 39s)
[20:47:32] ⠇ Understanding the Command-Line (esc to cancel, 39s)
[20:47:32] ⠇ Reading the Script (esc to cancel, 39s)
[20:47:32] ⠏ Reading the Script (esc to cancel, 39s)
[20:47:32] [?25l⠏ Reading the Script (esc to cancel, 39s)
[20:47:32] ⠋ Reading the Script (esc to cancel, 39s)
[20:47:32] ⠙ Reading the Script (esc to cancel, 39s)
[20:47:32] ⠹ Reading the Script (esc to cancel, 39s)
[20:47:32] ⠸ Reading the Script (esc to cancel, 39s)
[20:47:32] ⠼ Reading the Script (esc to cancel, 39s)
[20:47:32] ⠼ Reading the Script (esc to cancel, 40s)
[20:47:32] ⠴ Reading the Script (esc to cancel, 40s)
[20:47:32] ⠦ Reading the Script (esc to cancel, 40s)
[20:47:32] ⠧ Reading the Script (esc to cancel, 40s)
[20:47:32] ⠇ Reading the Script (esc to cancel, 40s)
[20:47:32] ⠏ Reading the Script (esc to cancel, 40s)
[20:47:32] ⠋ Reading the Script (esc to cancel, 40s)
[20:47:32] ⠙ Reading the Script (esc to cancel, 40s)
[20:47:32] ⠹ Reading the Script (esc to cancel, 40s)
[20:47:32] ⠸ Reading the Script (esc to cancel, 40s)
[20:47:32] ⠼ Reading the Script (esc to cancel, 40s)
[20:47:32] ⠴ Reading the Script (esc to cancel, 40s)
[20:47:32] ⠦ Reading the Script (esc to cancel, 40s)
[20:47:32] ⠦ Reading the Script (esc to cancel, 41s)
[20:47:32] ⠧ Reading the Script (esc to cancel, 41s)
[20:47:32] ⠇ Reading the Script (esc to cancel, 41s)
[20:47:32] ⠏ Reading the Script (esc to cancel, 41s)
[20:47:32] ⠋ Reading the Script (esc to cancel, 41s)
[20:47:32] ⠙ Reading the Script (esc to cancel, 41s)
[20:47:32] ⠹ Reading the Script (esc to cancel, 41s)
[20:47:32] ⠸ Reading the Script (esc to cancel, 41s)
[20:47:32] ⠼ Reading the Script (esc to cancel, 41s)
[20:47:32] ⠴ Reading the Script (esc to cancel, 41s)
[20:47:32] ⠦ Reading the Script (esc to cancel, 41s)
[20:47:32] ⠧ Reading the Script (esc to cancel, 41s)
[20:47:32] ⠇ Reading the Script (esc to cancel, 41s)
[20:47:32] ⠏ Reading the Script (esc to cancel, 41s)
[20:47:32] ⠏ Reading the Script (esc to cancel, 42s)
[20:47:32] ⠋ Reading the Script (esc to cancel, 42s)
[20:47:32] ⠋ Analyzing File Processing Strategy (esc to cancel, 42s)
[20:47:32] ⠙ Analyzing File Processing Strategy (esc to cancel, 42s)
[20:47:32] ⠹ Analyzing File Processing Strategy (esc to cancel, 42s)
[20:47:32] ⠸ Analyzing File Processing Strategy (esc to cancel, 42s)
[20:47:32] ⠼ Analyzing File Processing Strategy (esc to cancel, 42s)
[20:47:32] ⠴ Analyzing File Processing Strategy (esc to cancel, 42s)
[20:47:32] ⠦ Analyzing File Processing Strategy (esc to cancel, 42s)
[20:47:32] ⠧ Analyzing File Processing Strategy (esc to cancel, 42s)
[20:47:32] ⠇ Analyzing File Processing Strategy (esc to cancel, 42s)
[20:47:32] ⠏ Analyzing File Processing Strategy (esc to cancel, 42s)
[20:47:32] ⠋ Analyzing File Processing Strategy (esc to cancel, 42s)
[20:47:32] ⠙ Analyzing File Processing Strategy (esc to cancel, 42s)
[20:47:32] ⠙ Analyzing File Processing Strategy (esc to cancel, 43s)
[20:47:32] ⠹ Analyzing File Processing Strategy (esc to cancel, 43s)
[20:47:32] ⠹ Evaluating Index and Priority (esc to cancel, 43s)
[20:47:32] ⠸ Evaluating Index and Priority (esc to cancel, 43s)
[20:47:32] [?25l⠸ Evaluating Index and Priority (esc to cancel, 43s)
[20:47:32] ⠼ Evaluating Index and Priority (esc to cancel, 43s)
[20:47:32] ⠴ Evaluating Index and Priority (esc to cancel, 43s)
[20:47:32] ⠦ Evaluating Index and Priority (esc to cancel, 43s)
[20:47:32] ⠧ Evaluating Index and Priority (esc to cancel, 43s)
[20:47:32] ⠇ Evaluating Index and Priority (esc to cancel, 43s)
[20:47:32] ⠏ Evaluating Index and Priority (esc to cancel, 43s)
[20:47:32] ⠋ Evaluating Index and Priority (esc to cancel, 43s)
[20:47:32] ⠙ Evaluating Index and Priority (esc to cancel, 43s)
[20:47:32] ⠹ Evaluating Index and Priority (esc to cancel, 43s)
[20:47:32] ⠸ Evaluating Index and Priority (esc to cancel, 43s)
[20:47:32] ⠸ Evaluating Index and Priority (esc to cancel, 44s)
[20:47:32] ⠼ Evaluating Index and Priority (esc to cancel, 44s)
[20:47:32] ⠴ Evaluating Index and Priority (esc to cancel, 44s)
[20:47:32] ⠦ Evaluating Index and Priority (esc to cancel, 44s)
[20:47:32] ⠧ Evaluating Index and Priority (esc to cancel, 44s)
[20:47:32] ⠇ Evaluating Index and Priority (esc to cancel, 44s)
[20:47:32] ⠏ Evaluating Index and Priority (esc to cancel, 44s)
[20:47:32] ⠋ Evaluating Index and Priority (esc to cancel, 44s)
[20:47:32] ⠙ Evaluating Index and Priority (esc to cancel, 44s)
[20:47:32] ⠹ Evaluating Index and Priority (esc to cancel, 44s)
[20:47:32] ⠸ Evaluating Index and Priority (esc to cancel, 44s)
[20:47:32] ⠼ Evaluating Index and Priority (esc to cancel, 44s)
[20:47:32] ⠴ Evaluating Index and Priority (esc to cancel, 44s)
[20:47:32] ⠦ Evaluating Index and Priority (esc to cancel, 44s)
[20:47:32] ⠦ Evaluating Index and Priority (esc to cancel, 45s)
[20:47:32] ⠧ Evaluating Index and Priority (esc to cancel, 45s)
[20:47:32] ⠇ Evaluating Index and Priority (esc to cancel, 45s)
[20:47:32] ⠏ Evaluating Index and Priority (esc to cancel, 45s)
[20:47:32] ⠋ Evaluating Index and Priority (esc to cancel, 45s)
[20:47:32] ⠙ Evaluating Index and Priority (esc to cancel, 45s)
[20:47:32] ⠹ Evaluating Index and Priority (esc to cancel, 45s)
[20:47:32] ⠹ Analyzing Key Behaviors (esc to cancel, 45s)
[20:47:32] ⠸ Analyzing Key Behaviors (esc to cancel, 45s)
[20:47:32] ⠼ Analyzing Key Behaviors (esc to cancel, 45s)
[20:47:32] ⠴ Analyzing Key Behaviors (esc to cancel, 45s)
[20:47:32] ⠦ Analyzing Key Behaviors (esc to cancel, 45s)
[20:47:32] ⠧ Analyzing Key Behaviors (esc to cancel, 45s)
[20:47:32] ⠇ Analyzing Key Behaviors (esc to cancel, 45s)
[20:47:32] ⠇ Analyzing Key Behaviors (esc to cancel, 46s)
[20:47:32] ⠏ Analyzing Key Behaviors (esc to cancel, 46s)
[20:47:32] ⠋ Analyzing Key Behaviors (esc to cancel, 46s)
[20:47:32] ⠋ Parsing Important Files (esc to cancel, 46s)
[20:47:32] ⠙ Parsing Important Files (esc to cancel, 46s)
[20:47:32] ⠹ Parsing Important Files (esc to cancel, 46s)
[20:47:32] ⠸ Parsing Important Files (esc to cancel, 46s)
[20:47:32] ⠼ Parsing Important Files (esc to cancel, 46s)
[20:47:32] ⠴ Parsing Important Files (esc to cancel, 46s)
[20:47:32] [?25l⠴ Parsing Important Files (esc to cancel, 46s)
[20:47:32] ⠦ Parsing Important Files (esc to cancel, 46s)
[20:47:32] ⠧ Parsing Important Files (esc to cancel, 46s)
[20:47:32] ⠇ Parsing Important Files (esc to cancel, 46s)
[20:47:32] ⠏ Parsing Important Files (esc to cancel, 46s)
[20:47:32] ⠋ Parsing Important Files (esc to cancel, 46s)
[20:47:32] ⠋ Parsing Important Files (esc to cancel, 47s)
[20:47:32] ⠙ Parsing Important Files (esc to cancel, 47s)
[20:47:32] ⠹ Parsing Important Files (esc to cancel, 47s)
[20:47:32] ⠸ Parsing Important Files (esc to cancel, 47s)
[20:47:32] ⠼ Parsing Important Files (esc to cancel, 47s)
[20:47:32] ⠴ Parsing Important Files (esc to cancel, 47s)
[20:47:32] ⠦ Parsing Important Files (esc to cancel, 47s)
[20:47:32] ⠧ Parsing Important Files (esc to cancel, 47s)
[20:47:32] ⠇ Parsing Important Files (esc to cancel, 47s)
[20:47:32] ⠏ Parsing Important Files (esc to cancel, 47s)
[20:47:32] ⠋ Parsing Important Files (esc to cancel, 47s)
[20:47:32] ⠙ Parsing Important Files (esc to cancel, 47s)
[20:47:32] ⠹ Parsing Important Files (esc to cancel, 47s)
[20:47:32] ⠸ Parsing Important Files (esc to cancel, 47s)
[20:47:32] ⠸ Parsing Important Files (esc to cancel, 48s)
[20:47:32] ⠼ Parsing Important Files (esc to cancel, 48s)
[20:47:32] ⠴ Parsing Important Files (esc to cancel, 48s)
